Location_ID,สาขา,ชื่อสถานที่,lat(เติม),lon(เติม),เบอร์โทร(เติม),ลิงก์แมพ
d835d8bf-1120-467f-b5e1-32f6e1c773ea,SKN,คุณฐิติพงศ์ แท่นทอง,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%90%E0%B8%B4%E0%B8%95%E0%B8%B4%E0%B8%9E%E0%B8%87%E0%B8%A8%E0%B9%8C%20%E0%B9%81%E0%B8%97%E0%B9%88%E0%B8%99%E0%B8%97%E0%B8%AD%E0%B8%87%20193%E0%B8%A1.1%E0%B8%96.%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%81
586d7996-b3a2-4dd3-8b29-97bb291b81c0,SKN,คุณฐิติพงศ์ แท่นทอง สาขาที่ 9,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%90%E0%B8%B4%E0%B8%95%E0%B8%B4%E0%B8%9E%E0%B8%87%E0%B8%A8%E0%B9%8C%20%E0%B9%81%E0%B8%97%E0%B9%88%E0%B8%99%E0%B8%97%E0%B8%AD%E0%B8%87%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%97%E0%B8%B5%E0%B9%88%209%2039/7-8%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%884
e7e2132d-7fc4-4bf5-b63c-e5d9b6585aa7,SKN,คุณฐิติพงศ์ แท่นทอง สาขาธัญบุรีคลอง 8,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%90%E0%B8%B4%E0%B8%95%E0%B8%B4%E0%B8%9E%E0%B8%87%E0%B8%A8%E0%B9%8C%20%E0%B9%81%E0%B8%97%E0%B9%88%E0%B8%99%E0%B8%97%E0%B8%AD%E0%B8%87%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%98%E0%B8%B1%E0%B8%8D%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%208%20193%E0%B8%A1.1%E0%B8%96.%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%81
a0356f8a-fcec-49c5-842d-efe6adfe471f,SKN,คุณดุสิต มณียัง สาขารังสิต 39,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%94%E0%B8%B8%E0%B8%AA%E0%B8%B4%E0%B8%95%20%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A2%E0%B8%B1%E0%B8%87%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95%2039%2039%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%8114
ac093e91-671c-49fc-93b8-3ca78ff64d19,SKN,คุณดุสิต มณียัง สาขาราชมงคลคลอง6,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%94%E0%B8%B8%E0%B8%AA%E0%B8%B4%E0%B8%95%20%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A2%E0%B8%B1%E0%B8%87%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%A1%E0%B8%87%E0%B8%84%E0%B8%A5%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%876%206/3%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%882
e31983a5-e337-41de-8765-26d69e8a2d47,SKN,คุณธัณทิชา แก้วใส (ส่งสวนหลวง),,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%98%E0%B8%B1%E0%B8%93%E0%B8%97%E0%B8%B4%E0%B8%8A%E0%B8%B2%20%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B9%83%E0%B8%AA%20%28%E0%B8%AA%E0%B9%88%E0%B8%87%E0%B8%AA%E0%B8%A7%E0%B8%99%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%29%20%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%8A%E0%B8%B4%E0%B8%A5%E0%B8%B4%E0%B8%99%20102/164%20%E0%B8%96%E0%B8%99%E0%B8%99%20%E0%B9%80%E0%B8%89%E0%B8%A5%E0%B8%B4%E0%B8%A1%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B8%A2%E0%B8%A3%E0%B8%95%E0%B8%B4%20%E0%B8%A3.9
c99ba2fb-3658-40e6-b44c-cc23b1d33467,SKN,คุณธัณทิชา แก้วใส ปทุมธานี,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%98%E0%B8%B1%E0%B8%93%E0%B8%97%E0%B8%B4%E0%B8%8A%E0%B8%B2%20%E0%B9%81%E0%B8%81%E0%B9%89%E0%B8%A7%E0%B9%83%E0%B8%AA%20%E0%B8%9B%E0%B8%97%E0%B8%B8%E0%B8%A1%E0%B8%98%E0%B8%B2%E0%B8%99%E0%B8%B5%20XHQG%2BJF8
c43bbdc5-1af3-441e-b66f-f30780a0ac86,SKN,คุณพรนลัท เชื้อสุข,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%9E%E0%B8%A3%E0%B8%99%E0%B8%A5%E0%B8%B1%E0%B8%97%20%E0%B9%80%E0%B8%8A%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%AA%E0%B8%B8%E0%B8%82%2099/120%E0%B8%A1.2
17f4fb33-50cf-4cd3-880a-a19714c4c49c,SKN,คุณสิทธิพร บัวจันทร์,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%AA%E0%B8%B4%E0%B8%97%E0%B8%98%E0%B8%B4%E0%B8%9E%E0%B8%A3%20%E0%B8%9A%E0%B8%B1%E0%B8%A7%E0%B8%88%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88103/126%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%B5%E0%B9%887
22c4b0d8-1360-4c72-b53e-ecb7f87a2cc8,SKN,คุณสุธี วัชรกนกรัชต์,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B8%AA%E0%B8%B8%E0%B8%98%E0%B8%B5%20%E0%B8%A7%E0%B8%B1%E0%B8%8A%E0%B8%A3%E0%B8%81%E0%B8%99%E0%B8%81%E0%B8%A3%E0%B8%B1%E0%B8%8A%E0%B8%95%E0%B9%8C%2058/122%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%887
65cc56c1-15b2-45bf-86c3-2299d3296585,SKN,เงินทอง ราชพฤกษ์,,,,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%87%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%AD%E0%B8%87%20%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%9E%E0%B8%A4%E0%B8%81%E0%B8%A9%E0%B9%8C%20-
416e047d-87ff-4608-b7e9-e132d202bc47,SKN,เจเจ สโตร์,,,,https://www.google.com/maps/search/?api=1&query=%E0%B9%80%E0%B8%88%E0%B9%80%E0%B8%88%20%E0%B8%AA%E0%B9%82%E0%B8%95%E0%B8%A3%E0%B9%8C%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%8899/1%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%B5%E0%B9%881
5a28b7e5-5ddd-443f-88c8-fff3bd35716f,SKN,ช็อคกาดูฟ เพ็ทช็อป,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%84%E0%B8%81%E0%B8%B2%E0%B8%94%E0%B8%B9%E0%B8%9F%20%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%9B%20418/2%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%87%E0%B8%B2%E0%B8%A1%E0%B8%A7%E0%B8%87%E0%B8%A8%E0%B9%8C%E0%B8%A7%E0%B8%B2%E0%B8%99%E0%B8%96.%E0%B8%AA%E0%B8%B2%E0%B8%A1%E0%B8%B1%E0%B8%84%E0%B8%84%E0%B8%B5
2a7e0c08-c237-4e05-9f37-68666dc95036,SKN,ช็อคกาดูฟ เพ็ทช็อป สาขาตลาดกิเลน,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%84%E0%B8%81%E0%B8%B2%E0%B8%94%E0%B8%B9%E0%B8%9F%20%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%9B%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%95%E0%B8%A5%E0%B8%B2%E0%B8%94%E0%B8%81%E0%B8%B4%E0%B9%80%E0%B8%A5%E0%B8%99%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88166
fb8e686a-3f67-4bde-9f79-372e5ddb4377,SKN,ซุปเปอร์ชีป เพ็ทช็อป,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%8B%E0%B8%B8%E0%B8%9B%E0%B9%80%E0%B8%9B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%8A%E0%B8%B5%E0%B8%9B%20%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%9B%2072/3%E0%B8%A1.11
da0c1c51-e9c8-4038-a300-dc174eac0912,SKN,ฐานเพชรอาหารสัตว์,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%90%E0%B8%B2%E0%B8%99%E0%B9%80%E0%B8%9E%E0%B8%8A%E0%B8%A3%E0%B8%AD%E0%B8%B2%E0%B8%AB%E0%B8%B2%E0%B8%A3%E0%B8%AA%E0%B8%B1%E0%B8%95%E0%B8%A7%E0%B9%8C%2099/8%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%B5%E0%B9%885%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B9%81%E0%B8%88%E0%B9%89%E0%B8%87%E0%B8%A7%E0%B8%B1%E0%B8%92%E0%B8%99%E0%B8%B01
ad44bed0-bf71-4a0a-8912-254e315a7ab9,SKN,ฐิติพงษ์ แท่นทอง สาขาแมนฮัตตัน-คลองหลวง,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%90%E0%B8%B4%E0%B8%95%E0%B8%B4%E0%B8%9E%E0%B8%87%E0%B8%A9%E0%B9%8C%20%E0%B9%81%E0%B8%97%E0%B9%88%E0%B8%99%E0%B8%97%E0%B8%AD%E0%B8%87%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B9%81%E0%B8%A1%E0%B8%99%E0%B8%AE%E0%B8%B1%E0%B8%95%E0%B8%95%E0%B8%B1%E0%B8%99-%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B8%A7%E0%B8%87%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%8858/238-239%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%A3%E0%B8%B2%E0%B8%8A%E0%B8%9E%E0%B8%A4%E0%B8%A9%E0%B8%B23%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%8814
89b996f1-cdad-429e-98db-b342b6fa71fb,SKN,ด็อก ด็อก กรูมมิ่ง แอนด์ เพ็ทช็อป,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%94%E0%B9%87%E0%B8%AD%E0%B8%81%20%E0%B8%94%E0%B9%87%E0%B8%AD%E0%B8%81%20%E0%B8%81%E0%B8%A3%E0%B8%B9%E0%B8%A1%E0%B8%A1%E0%B8%B4%E0%B9%88%E0%B8%87%20%E0%B9%81%E0%B8%AD%E0%B8%99%E0%B8%94%E0%B9%8C%20%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%9B%20361/6
cda163de-b3b4-4883-baec-42a46edd41c0,SKN,ดีเด่น เพ็ทมาร์ท สาขาศาลายา(ปั๊มบางจาก),,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%94%E0%B8%B5%E0%B9%80%E0%B8%94%E0%B9%88%E0%B8%99%20%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B8%A1%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%97%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%A8%E0%B8%B2%E0%B8%A5%E0%B8%B2%E0%B8%A2%E0%B8%B2%28%E0%B8%9B%E0%B8%B1%E0%B9%8A%E0%B8%A1%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%88%E0%B8%B2%E0%B8%81%29%2019/59%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%88%E0%B8%97%E0%B8%B5%E0%B9%885
6775e9f8-5c26-48ff-97eb-324b654ef1ba,SKN,ดีเอ็น เพ็ทช็อป,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%94%E0%B8%B5%E0%B9%80%E0%B8%AD%E0%B9%87%E0%B8%99%20%E0%B9%80%E0%B8%9E%E0%B9%87%E0%B8%97%E0%B8%8A%E0%B9%87%E0%B8%AD%E0%B8%9B%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%88201
92686c48-81c3-4af3-ae1f-66774a087c57,SKN,ดุสิต มณียัง,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%94%E0%B8%B8%E0%B8%AA%E0%B8%B4%E0%B8%95%20%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A2%E0%B8%B1%E0%B8%87%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%8839%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95%E0%B8%99%E0%B8%84%E0%B8%A3-%E0%B8%99%E0%B8%84%E0%B8%A3%E0%B8%99%E0%B8%B2%E0%B8%A2%E0%B8%81
9b5f1e50-a4a0-4be0-b446-49223ab7bc49,SKN,ดุสิต มณียัง สาขาโกดังชุมพลคลอง7,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%94%E0%B8%B8%E0%B8%AA%E0%B8%B4%E0%B8%95%20%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A2%E0%B8%B1%E0%B8%87%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B9%82%E0%B8%81%E0%B8%94%E0%B8%B1%E0%B8%87%E0%B8%8A%E0%B8%B8%E0%B8%A1%E0%B8%9E%E0%B8%A5%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%877%20%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B9%82%E0%B8%81%E0%B8%94%E0%B8%B1%E0%B8%87%28Q12/1%29%E0%B9%80%E0%B8%A5%E0%B8%82%E0%B8%97%E0%B8%B5%E0%B9%8843/5%E0%B8%A1.3
1587f370-1b02-446a-bee3-d1c76271555b,SKN,ดุสิต มณียัง สาขาคลอง7,,,,https://www.google.com/maps/search/?api=1&query=%E0%B8%94%E0%B8%B8%E0%B8%AA%E0%B8%B4%E0%B8%95%20%E0%B8%A1%E0%B8%93%E0%B8%B5%E0%B8%A2%E0%B8%B1%E0%B8%87%20%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%84%E0%B8%A5%E0%B8%AD%E0%B8%877%2039/7-8%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%884
